NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;
1;2;1;5:11.323;0;B;1:37.122;0;1:35.841;0;1:58.360;0;155.9;5:11.323;16:05:11.323;1:37.122;1:35.841;1:58.360;235.2;André LOTTERER;0:00:57.632;LMP1;;Rebellion Racing;Rebellion;
1;2;2;29:10.745;0;;26:06.480;0;1:24.098;0;1:40.167;0;28.0;34:22.068;16:34:22.068;26:06.480;1:24.098;1:40.167;303.9;André LOTTERER;0:25:40.981;LMP1;;Rebellion Racing;Rebellion;
1;2;3;3:28.317;0;;32.293;0;1:19.526;0;1:36.498;0;235.5;37:50.385;16:37:50.385;0:32.293;1:19.526;1:36.498;330.8;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;4;3:28.291;0;;31.890;0;1:21.798;0;1:34.603;0;235.5;41:18.676;16:41:18.676;0:31.890;1:21.798;1:34.603;330.8;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;5;3:22.468;0;;31.961;0;1:17.503;0;1:33.004;0;242.3;44:41.144;16:44:41.144;0:31.961;1:17.503;1:33.004;331.8;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;6;3:26.686;0;B;31.453;3;1:17.194;0;1:38.039;0;237.3;48:07.830;16:48:07.830;0:31.453;1:17.194;1:38.039;331.8;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;7;21:50.708;0;;18:52.020;0;1:21.684;0;1:37.004;0;37.4;1:09:58.538;17:09:58.538;18:52.020;1:21.684;1:37.004;294.0;André LOTTERER;0:18:27.580;LMP1;;Rebellion Racing;Rebellion;
1;2;8;3:25.068;0;;31.842;0;1:17.152;2;1:36.074;0;239.2;1:13:23.606;17:13:23.606;0:31.842;1:17.152;1:36.074;332.9;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;9;3:21.257;2;;31.543;0;1:17.606;0;1:32.108;2;243.7;1:16:44.863;17:16:44.863;0:31.543;1:17.606;1:32.108;334.9;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;2;10;3:37.234;0;B;33.275;0;1:19.041;0;1:44.918;0;225.8;1:20:22.097;17:20:22.097;0:33.275;1:19.041;1:44.918;334.9;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;1;11;8:55.009;0;;5:57.126;0;1:20.369;0;1:37.514;0;91.7;1:29:17.106;17:29:17.106;5:57.126;1:20.369;1:37.514;331.8;Neel JANI;0:05:32.035;LMP1;;Rebellion Racing;Rebellion;
1;1;12;3:23.281;0;;32.227;0;1:17.676;0;1:33.378;0;241.3;1:32:40.387;17:32:40.387;0:32.227;1:17.676;1:33.378;333.9;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;13;3:23.855;0;;32.166;0;1:17.330;1;1:34.359;0;240.6;1:36:04.242;17:36:04.242;0:32.166;1:17.330;1:34.359;332.9;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;14;6:03.320;0;B;33.990;0;1:35.324;0;3:54.006;0;135.0;1:42:07.562;17:42:07.562;0:33.990;1:35.324;3:54.006;333.9;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
