NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;
1;3;1;3:33.651;0;;37.971;0;1:21.047;0;1:34.633;0;227.2;3:33.651;21:33:33.651;0:37.971;1:21.047;1:34.633;304.7;Bruno SENNA;0:00:06.481;LMP1;;Rebellion Racing;Rebellion;
1;3;2;3:19.449;2;;31.289;2;1:17.184;0;1:30.976;2;245.9;6:53.100;21:36:53.100;0:31.289;1:17.184;1:30.976;324.9;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;3;3:21.594;0;;31.464;0;1:16.969;2;1:33.161;0;243.3;10:14.694;21:40:14.694;0:31.464;1:16.969;1:33.161;326.8;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;4;3:32.427;0;B;32.703;0;1:18.286;0;1:41.438;0;230.9;13:47.121;21:43:47.121;0:32.703;1:18.286;1:41.438;326.8;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;5;10:28.173;0;;7:35.156;0;1:19.461;0;1:33.556;0;78.1;24:15.294;21:54:15.294;7:35.156;1:19.461;1:33.556;322.0;Bruno SENNA;0:07:13.092;LMP1;;Rebellion Racing;Rebellion;
1;3;6;4:03.477;0;;33.052;0;1:19.746;0;2:10.679;0;201.5;28:18.771;21:58:18.771;0:33.052;1:19.746;2:10.679;321.0;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;7;3:23.973;0;;32.033;0;1:18.603;0;1:33.337;0;240.5;31:42.744;22:01:42.744;0:32.033;1:18.603;1:33.337;322.9;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;3;8;3:34.689;0;B;32.173;0;1:18.585;0;1:43.931;0;228.5;35:17.433;22:05:17.433;0:32.173;1:18.585;1:43.931;325.8;Bruno SENNA;;LMP1;;Rebellion Racing;Rebellion;
1;2;9;6:36.168;0;;3:40.977;0;1:19.013;0;1:36.178;0;123.8;41:53.601;22:11:53.601;3:40.977;1:19.013;1:36.178;321.0;Neel JANI;0:03:16.944;LMP1;;Rebellion Racing;Rebellion;
1;2;10;3:54.342;0;;1:02.827;0;1:18.560;0;1:32.955;0;209.3;45:47.943;22:15:47.943;1:02.827;1:18.560;1:32.955;322.9;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;2;11;3:21.998;0;;31.659;1;1:18.063;0;1:32.276;1;242.8;49:09.941;22:19:09.941;0:31.659;1:18.063;1:32.276;323.9;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;2;12;3:26.938;0;;33.094;0;1:19.469;0;1:34.375;0;237.0;52:36.879;22:22:36.879;0:33.094;1:19.469;1:34.375;323.9;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;2;13;3:27.048;0;;32.285;0;1:17.931;1;1:36.832;0;236.9;56:03.927;22:26:03.927;0:32.285;1:17.931;1:36.832;322.9;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;2;14;3:34.917;0;B;33.186;0;1:18.198;0;1:43.533;0;228.2;59:38.844;22:29:38.844;0:33.186;1:18.198;1:43.533;322.9;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;2;15;10:07.643;0;;7:10.658;0;1:20.032;0;1:36.953;0;80.7;1:09:46.487;22:39:46.487;7:10.658;1:20.032;1:36.953;322.0;Neel JANI;0:06:47.616;LMP1;;Rebellion Racing;Rebellion;
1;2;16;3:32.623;0;;33.113;0;1:20.029;0;1:39.481;0;230.7;1:13:19.110;22:43:19.110;0:33.113;1:20.029;1:39.481;320.1;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;2;17;3:37.893;0;B;32.285;0;1:20.263;0;1:45.345;0;225.1;1:16:57.003;22:46:57.003;0:32.285;1:20.263;1:45.345;320.1;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;2;18;10:17.658;0;;7:21.245;0;1:20.914;0;1:35.499;0;79.4;1:27:14.661;22:57:14.661;7:21.245;1:20.914;1:35.499;296.4;Neel JANI;0:06:58.176;LMP1;;Rebellion Racing;Rebellion;
1;2;19;3:24.749;0;;32.013;0;1:19.333;0;1:33.403;0;239.6;1:30:39.410;23:00:39.410;0:32.013;1:19.333;1:33.403;322.0;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;2;20;3:26.742;0;;31.779;0;1:18.034;0;1:36.929;0;237.3;1:34:06.152;23:04:06.152;0:31.779;1:18.034;1:36.929;320.1;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;2;21;3:50.680;0;B;34.254;0;1:19.718;0;1:56.708;0;212.6;1:37:56.832;23:07:56.832;0:34.254;1:19.718;1:56.708;322.0;Neel JANI;;LMP1;;Rebellion Racing;Rebellion;
1;1;22;6:33.177;0;B;2:21.422;0;1:22.229;1;2:49.526;0;124.8;1:44:30.009;23:14:30.009;2:21.422;1:22.229;2:49.526;319.1;André LOTTERER;0:01:59.759;LMP1;;Rebellion Racing;Rebellion;
1;1;23;11:42.263;0;;8:26.489;0;1:23.224;0;1:52.550;0;69.9;1:56:12.272;23:26:12.272;8:26.489;1:23.224;1:52.550;276.0;André LOTTERER;0:08:03.328;LMP1;;Rebellion Racing;Rebellion;
1;1;24;3:51.281;0;;36.372;0;1:24.118;0;1:50.791;1;212.1;2:00:03.553;23:30:03.553;0:36.372;1:24.118;1:50.791;319.1;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;1;25;4:00.729;0;B;35.037;1;1:26.947;0;1:58.745;0;203.8;2:04:04.282;23:34:04.282;0:35.037;1:26.947;1:58.745;319.1;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;1;26;19:11.518;0;;15:49.882;0;1:29.706;0;1:51.930;0;42.6;2:23:15.800;23:53:15.800;15:49.882;1:29.706;1:51.930;280.3;André LOTTERER;0:15:20.138;LMP1;;Rebellion Racing;Rebellion;
1;1;27;4:06.281;0;B;38.729;0;1:26.799;0;2:00.753;0;199.2;2:27:22.081;23:57:22.081;0:38.729;1:26.799;2:00.753;249.3;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
10;3;1;5:47.322;0;;2:46.037;0;1:23.130;0;1:38.155;0;139.7;5:47.322;21:35:47.322;2:46.037;1:23.130;1:38.155;318.2;Renger VAN DER ZANDE;0:02:10.614;LMP1;;DragonSpeed;BR Engineering;
10;3;2;3:29.228;0;;32.646;0;1:19.082;0;1:37.500;0;234.5;9:16.550;21:39:16.550;0:32.646;1:19.082;1:37.500;327.8;Renger VAN DER ZANDE;;LMP1;;DragonSpeed;BR Engineering;
10;3;3;3:26.211;0;;32.415;0;1:18.350;0;1:35.446;0;237.9;12:42.761;21:42:42.761;0:32.415;1:18.350;1:35.446;332.9;Renger VAN DER ZANDE;;LMP1;;DragonSpeed;BR Engineering;
10;3;4;3:29.331;0;;34.853;0;1:20.310;0;1:34.168;0;234.3;16:12.092;21:46:12.092;0:34.853;1:20.310;1:34.168;325.8;Renger VAN DER ZANDE;;LMP1;;DragonSpeed;BR Engineering;
10;3;5;3:23.984;0;;32.442;0;1:18.264;0;1:33.278;0;240.5;19:36.076;21:49:36.076;0:32.442;1:18.264;1:33.278;328.8;Renger VAN DER ZANDE;;LMP1;;DragonSpeed;BR Engineering;
10;3;6;3:23.413;2;;32.312;0;1:17.962;1;1:33.139;1;241.2;22:59.489;21:52:59.489;0:32.312;1:17.962;1:33.139;329.8;Renger VAN DER ZANDE;;LMP1;;DragonSpeed;BR Engineering;
10;3;7;3:32.908;0;B;32.163;1;1:18.152;0;1:42.593;0;230.4;26:32.397;21:56:32.397;0:32.163;1:18.152;1:42.593;331.8;Renger VAN DER ZANDE;;LMP1;;DragonSpeed;BR Engineering;
10;2;8;5:37.476;0;;2:43.849;0;1:19.401;0;1:34.226;0;145.4;32:09.873;22:02:09.873;2:43.849;1:19.401;1:34.226;327.8;Ben HANLEY;0:02:19.855;LMP1;;DragonSpeed;BR Engineering;
10;2;9;3:31.906;0;B;32.144;0;1:17.672;2;1:42.090;0;231.5;35:41.779;22:05:41.779;0:32.144;1:17.672;1:42.090;328.8;Ben HANLEY;;LMP1;;DragonSpeed;BR Engineering;
10;2;10;12:41.923;0;;9:51.226;0;1:18.653;0;1:32.044;2;64.4;48:23.702;22:18:23.702;9:51.226;1:18.653;1:32.044;324.9;Ben HANLEY;0:09:28.657;LMP1;;DragonSpeed;BR Engineering;
10;2;11;3:25.981;0;;32.976;0;1:20.532;0;1:32.473;0;238.1;51:49.683;22:21:49.683;0:32.976;1:20.532;1:32.473;281.0;Ben HANLEY;;LMP1;;DragonSpeed;BR Engineering;
10;2;12;3:35.078;0;B;31.751;2;1:18.908;0;1:44.419;0;228.1;55:24.761;22:25:24.761;0:31.751;1:18.908;1:44.419;333.9;Ben HANLEY;;LMP1;;DragonSpeed;BR Engineering;
10;2;13;9:42.131;0;;6:48.341;0;1:18.604;0;1:35.186;0;84.3;1:05:06.892;22:35:06.892;6:48.341;1:18.604;1:35.186;325.8;Ben HANLEY;0:06:25.797;LMP1;;DragonSpeed;BR Engineering;
10;2;14;3:35.751;0;B;33.220;0;1:19.077;0;1:43.454;0;227.4;1:08:42.643;22:38:42.643;0:33.220;1:19.077;1:43.454;328.8;Ben HANLEY;;LMP1;;DragonSpeed;BR Engineering;
17;1;1;44:28.079;0;;41:31.923;0;1:20.462;0;1:35.694;0;18.2;44:28.079;22:14:28.079;41:31.923;1:20.462;1:35.694;324.9;Stéphane SARRAZIN;0:40:44.493;LMP1;;SMP Racing;BR Engineering;
17;1;2;3:22.121;2;;32.294;1;1:18.028;2;1:31.799;2;242.7;47:50.200;22:17:50.200;0:32.294;1:18.028;1:31.799;328.8;Stéphane SARRAZIN;;LMP1;;SMP Racing;BR Engineering;
17;1;3;3:27.298;0;;33.458;0;1:18.166;0;1:35.674;0;236.6;51:17.498;22:21:17.498;0:33.458;1:18.166;1:35.674;334.9;Stéphane SARRAZIN;;LMP1;;SMP Racing;BR Engineering;
17;1;4;3:37.621;0;B;33.591;0;1:20.037;0;1:43.993;0;225.4;54:55.119;22:24:55.119;0:33.591;1:20.037;1:43.993;307.3;Stéphane SARRAZIN;;LMP1;;SMP Racing;BR Engineering;
