NUMBER; DRIVER_NUMBER; LAP_NUMBER; LAP_TIME; LAP_IMPROVEMENT; CROSSING_FINISH_LINE_IN_PIT; S1; S1_IMPROVEMENT; S2; S2_IMPROVEMENT; S3; S3_IMPROVEMENT; KPH; ELAPSED; HOUR;S1_LARGE;S2_LARGE;S3_LARGE;TOP_SPEED;DRIVER_NAME;PIT_TIME;CLASS;GROUP;TEAM;MANUFACTURER;
1;1;1;4:04.947;0;B;59.884;0;1:22.458;0;1:42.605;0;198.1;4:04.947;19:04:04.947;0:59.884;1:22.458;1:42.605;318.2;André LOTTERER;0:00:25.093;LMP1;;Rebellion Racing;Rebellion;
1;1;2;9:52.661;0;;5:47.220;0;1:18.925;0;2:46.516;0;82.8;13:57.608;19:13:57.608;5:47.220;1:18.925;2:46.516;322.9;André LOTTERER;0:05:25.281;LMP1;;Rebellion Racing;Rebellion;
1;1;3;6:46.160;0;B;32.895;0;1:43.230;0;4:30.035;0;120.8;20:43.768;19:20:43.768;0:32.895;1:43.230;4:30.035;322.0;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;1;4;19:14.530;0;;15:02.649;0;1:21.317;0;2:50.564;0;42.5;39:58.298;19:39:58.298;15:02.649;1:21.317;2:50.564;313.6;André LOTTERER;0:14:37.806;LMP1;;Rebellion Racing;Rebellion;
1;1;5;3:23.261;2;;32.577;0;1:18.352;0;1:32.332;2;241.3;43:21.559;19:43:21.559;0:32.577;1:18.352;1:32.332;324.9;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;1;6;3:24.204;0;;32.149;0;1:18.381;0;1:33.674;0;240.2;46:45.763;19:46:45.763;0:32.149;1:18.381;1:33.674;323.9;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;1;7;3:34.412;0;B;32.036;0;1:19.786;0;1:42.590;0;228.8;50:20.175;19:50:20.175;0:32.036;1:19.786;1:42.590;322.9;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;1;8;11:17.645;0;;8:13.273;0;1:22.083;0;1:42.289;0;72.4;1:01:37.820;20:01:37.820;8:13.273;1:22.083;1:42.289;309.1;André LOTTERER;0:07:37.371;LMP1;;Rebellion Racing;Rebellion;
1;1;9;4:35.686;0;;32.117;0;1:19.229;0;2:44.340;0;177.9;1:06:13.506;20:06:13.506;0:32.117;1:19.229;2:44.340;323.9;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;1;10;3:24.609;0;;32.006;2;1:19.136;0;1:33.467;0;239.7;1:09:38.115;20:09:38.115;0:32.006;1:19.136;1:33.467;322.9;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;1;11;4:00.566;0;B;34.254;0;1:18.046;2;2:08.266;0;203.9;1:13:38.681;20:13:38.681;0:34.254;1:18.046;2:08.266;324.9;André LOTTERER;;LMP1;;Rebellion Racing;Rebellion;
1;3;12;12:14.546;0;B;7:03.181;0;2:06.609;0;3:04.756;0;66.8;1:25:53.227;20:25:53.227;7:03.181;2:06.609;3:04.756;322.0;Bruno SENNA;0:06:41.329;LMP1;;Rebellion Racing;Rebellion;
10;3;1;4:04.306;0;B;57.027;0;1:22.631;0;1:44.648;0;198.7;4:04.306;19:04:04.306;0:57.027;1:22.631;1:44.648;319.1;Renger VAN DER ZANDE;0:00:20.023;LMP1;;DragonSpeed;BR Engineering;
10;3;2;17:22.019;0;B;10:49.755;0;2:32.760;0;3:59.504;0;47.1;21:26.325;19:21:26.325;10:49.755;2:32.760;3:59.504;322.9;Renger VAN DER ZANDE;0:10:23.235;LMP1;;DragonSpeed;BR Engineering;
10;3;3;49:41.686;0;;46:42.931;0;1:21.127;0;1:37.628;2;16.5;1:11:08.011;20:11:08.011;46:42.931;1:21.127;1:37.628;322.9;Renger VAN DER ZANDE;0:46:18.245;LMP1;;DragonSpeed;BR Engineering;
10;3;4;4:05.947;2;;33.585;2;1:20.453;0;2:11.909;0;199.4;1:15:13.958;20:15:13.958;0:33.585;1:20.453;2:11.909;328.8;Renger VAN DER ZANDE;;LMP1;;DragonSpeed;BR Engineering;
10;3;5;4:08.632;0;;35.797;0;1:19.648;0;2:13.187;0;197.3;1:19:22.590;20:19:22.590;0:35.797;1:19.648;2:13.187;326.8;Renger VAN DER ZANDE;;LMP1;;DragonSpeed;BR Engineering;
10;3;6;5:22.785;0;B;35.906;0;1:19.406;2;3:27.473;0;152.0;1:24:45.375;20:24:45.375;0:35.906;1:19.406;3:27.473;334.9;Renger VAN DER ZANDE;;LMP1;;DragonSpeed;BR Engineering;
11;2;1;4:22.359;0;;1:23.441;0;1:20.644;0;1:38.274;0;185.0;4:22.359;19:04:22.359;1:23.441;1:20.644;1:38.274;322.0;Mikhail ALESHIN;0:00:48.546;LMP1;;SMP Racing;BR Engineering;
